"Word","Meaning","Usage"
"legionnaire","noun: A member of a legion (a group of soldiers or former soldiers).","“We got the enemy in our sight, we say let’s take him out. We vomit violent rhetoric like drunken legionnaires. To the victims of this tragedy we send our thoughts and prayers.” Roy Zimmerman; Thoughts and Prayers; 2018. (lyrics; video 3.5 min.)"
"moribund","adjective:
1. Nearing death.
2. Stagnant; lacking vigor or vitality.","“But even as all things are dying, one event can steer The moribund toward more abundant cheer.” Roy Zimmerman; Christma-Hanu-Rama-Ka-Dona-Kwanzaa; 2006. (lyrics; video, 2.5 min)"
"carny or carney or carnie","noun:
1. A person who works in a carnival.
2. A carnival: a traveling amusement show.
3. The jargon used by carnival workers.","“I’m the huddled masses. I’m the amber waves of grain. I’m the toothless carny in the shooting gallery at the county fair.” Roy Zimmerman; I Approve This Message; 2008. (lyrics; video, 4 min.)"
"nanny state","noun:
A government regarded as having an excessive interest in the welfare
of its citizens, as evidenced by public health measures, safety
regulations, etc.","“Like Teddy ‘Pinko’ Roosevelt That guy was talking about universal healthcare. You’re a taxin’, appropriatin’, regulatin’ nanny-statin’ Socialist!” Roy Zimmerman; Socialist; 2008. (lyrics; video, 4 min.)"
"inveigle","verb tr.: To get something or to persuade someone to do something by deception or flattery.","“Now I know, that’s illegal. But a woman should be one of as many wives as her husband can inveigle.” Roy Zimmerman; I Want a Marriage Like They Had in the Bible; 2010. (lyrics; video, 5 min.)"
"hermaphrodite","noun:	1. An animal or plant having both male and female reproductive organs.
	2. Someone or something having opposite qualities or characteristics.
adjective:	1. Having both male and female reproductive organs.
	2. Having opposite qualities or characteristics.
","“To happy music, pretty boys, girls, and hermaphrodites performed a weird group dance on stage.” Regina Glei; Dome Child; CreateSpace; 2011. “Balzac described Natty Bumppo, Cooper’s half-white Christian, half-Indian hero, known by his Indian name of Hawkeye, as ‘a magnificent moral hermaphrodite, between the savage and civilized states’.” David Burke; Writers in Paris; Counterpoint; 2008."
"meeple","noun: A game piece shaped in a stylized human form.","“In ‘Five Tribes’, players maneuver wooden meeples around the board, with each meeple having a special power.” Jenn Bartlett; Introducing Euro Games; Library Journal (New York); Feb 15, 2018."
"cremains","noun: Ashes remaining after cremation of a body.","“If the ever-soaring price of condos in New York City has your head spinning, wait until you shop for a cemetery plot. ... Basic cemetery plots across the five boroughs now generally cost $4,500 to $19,000, not including hefty fees for foundations, interments, and maintenance. ... An in-ground plot for cremains at Cypress Hills Cemetery in Brooklyn is only two square feet and starts at $1,200.” Jane Margolies; Property for the Afterlife; The New York Times; Mar 17, 2019. [Or simply donate your your body to science and organs to people. -Ed.]"
"shero","noun: A woman admired for her courage, achievements, or noble qualities.","“When I met you in New York, you were my shero. I wanted to be you.” Brandyn Barbara Artis; Running Barefoot in Paris; Xlibris; 2011."
"prissy","adjective: Overly prim and precise so as to appear prudish or finicky.","“Lucius Malfoy is the boastful and prissy aristocrat who keeps peacocks in his garden and always sits in the best box at the Quidditch World Cup.” Janet Albrechtsen; The Trouble Is That Neither Has the Magic; The Australian (Canberra, Australia); Jul 12, 2017."
"amuse-gueule","noun: A small item of food served as an appetizer.","“To get things going, we were served an amuse-gueule of cauliflower mousse in cups.” Gloria Deutsch; Wine, Food, and Art; Jerusalem Post (Israel); Apr 19, 2019."
"skitterbrook","noun: A coward.","“The royal skitterbrook’s advice to the remnants of his army, still holding out in castles and towns along the borders, was terse and characteristic: ‘Let each man look to himself. Expect no help from me.’” Thomas B. Costain; The Conquerors; Doubleday; 1949."
"cache-sexe","noun: A small garment to cover the genitals.","“She oscillated listlessly in nothing but a spangled brassiere and a sequin-covered cache-sexe the shape of a heart.” Peter Ustinov; Loser; Heinemann; 1961."
"scaldabanco","noun: A fiery speaker, especially a preacher.","“A hot scaldabanco ... verjuicing his sermon with every fright he could, he spit his wrath and spanked the vices of his age without a break or breath.” Alexander Theroux; Darconville’s Cat; Doubleday; 1981."
"gainpain","noun:
1. A long thick glove: gauntlet.
2. A hired soldier: mercenary.","“The gainpain was a glove, at first of steel and later of leather, for the right hand.” The Connoisseur; Nat Mags; 1928."
"sabotage","verb tr.: To disrupt, damage, or destroy, especially in an underhanded manner.
noun: An instance of such subversion.","“Could MazeHunter be used by US companies to sabotage the attacker’s computer?” Nicholas Schmidle; Digital Vigilantes; The New Yorker; May 7, 2018."
"roughshod","adjective:	1. Domineering; bullying; brutal.
	2. Having horseshoes with projecting nails or calks to prevent slipping.
adverb:	In a domineering or harsh manner.
","“Since coming to power in 2010, the government of Hungary’s prime minister, Viktor Orban, has consistently disdained judicial independence, academic and media freedoms, and the rights of migrants. It has, in the view of many people, run roughshod over some of the core values of the European Union.” Orban Sceptics; The Economist (London, UK); Sep 15, 2018."
"old shoe","noun: Something or someone comfortably familiar, especially in an unpretentious manner.","“‘[Amir] is an old shoe that we’ve come to depend on, and take for granted,’ Coach Casey said.” Raps Lose in OT to Heat; Waterloo Region Record (Kitchener, Canada); Jan 24, 2013."
"vamp","noun:	1. The front upper part of a shoe.
	2. Something patched up or improvised.
	3. A short, introductory musical passage, usually improvised, repeated several times.
verb tr.:	1. To provide a shoe with a new vamp.
	2. To piece together; to improvise.
verb intr.:	To play a short, introductory musical passage several times.
","“Stilettos with flattering wraparounds and pointed vamps redefine the workaday pump.” Ankle Straps; Marie Claire (New York); Oct 2011. “The band vamps for long stretches.” John Richardson; “I Should Have Been There to Protect Him???”; Esquire (New York); Jan 2015. “The much-loved salon just vamped up its 10-year-old space with a bright, modern makeover.” Chop Chop; That’s Shanghai (Beijing, China); Mar 2012. “Jeanie seems efficient and crisp and respectful but in reality she is a vamp with strong powers of seduction and a wild side.” New York Tristate; Back Stage (New York); Jan 22, 2015."
"shoehorn","verb tr.: To force something into an insufficient or unsuitable space.
noun: A tool to help slide one’s heel into a shoe.","“A bull-headed Maltese prime minister shoehorned a chapter on Mediterranean security into the Helsinki Accords.” The Cruel Sea; The Economist (London, UK); Jan 14, 2017."
"stigma","noun:
1. A mark of shame or infamy.
2. A birthmark or scar.
3. An identifying mark of a disease.
4. The tip of the pistil of a flower where pollen is deposited.
5. A mark burned into the skin of a person.","“Her appearance has changed as well, and I don’t mean just the intense reticulation of lines and wrinkles, the true stigmata of life.” Rabih Alameddine; An Unnecessary Woman; Grove Press; 2014."
"ala","noun: A wing or a winglike part, such as a bone, a petal of a flower, a small
room opening into a larger room, a Roman allied military unit, etc.","“We have two alae, and the ironwork for some war machines that could be assembled if needed.” Jo Walton; The King’s Name; Tor; 2001."
"stratum","noun: A layer of something, as rock, tissue, people at an economic level, etc.","“On the highway from Damascus to Aleppo, towns and villages lie desolate. A new stratum of dead cities has joined the ones from Roman times.” Smaller, in Ruins, and More Sectarian; The Economist (London, UK); Jun 30, 2018."
"gutta","noun:
1. A drop.
2. One of a series of ornaments, typically in the shape of a truncated cone on buildings (in the Doric order in classical architecture).","“Guttae occasionally are pyramid-shaped with flat sides rather than cones or cylinders.” Stephen Mouzon & Susan Henderson; Traditional Construction Patterns; McGraw-Hill; 2004."
"charisma","noun: A personal charm or appeal that inspires devotion, loyalty, enthusiasm, etc.","“The stigmata associated with dying unexpectedly at the age of forty-two after making the difficult journey through the Alps from Paris, from complications giving birth to her eighth child, only seems to have enhanced her charismata, since the city of Lyon rallied around to give her the unprecedented honour of a state funeral.” Rosalind Kerr; The Rise of the Diva on the Sixteenth-Century Commedia dell’Arte Stage; University of Toronto Press; 2015."
"Socratic method","noun:
A method of teaching in which, instead of giving the answer, the teacher
guides students to it by asking them a series of questions.","“‘I wait for no more than -- how many minutes?’ she asks, dipping into the Socratic method. ‘Seven,’ the room answers in unison.” Janelle Nanos; Joanne Chang Won’t Rest Until Everything Is Perfect; Boston Globe (Massachusetts); Nov 29, 2015."
"Midas touch","noun: The ability to easily make anything profitable.","“When it came to raising money, Wellfount Corp. had something of a Midas touch. In the past decade, the Indianapolis-based pharmacy company raised about $50 million.” John Russell; Once a Rising Star, Wellfount Collapses with Little Warning; Indianapolis Business Journal (Indiana); Apr 12, 2019."
